Height(Inches);Weight(Pounds);Sex;Age
68,86876;136,3434;F;24
68,21886;131,5544;M;18
70,3612;110,3731;F;21
65,26249;108,1267;M;25
69,42921;124,1743;F;19
65,74235;129,9598;M;22
63,94659;130,0202;M;20
66,16987;127,7085;F;25
64,40661;114,9881;M;21
67,26361;111,7895;F;29
67,44707;130,3438;M;23
65,40338;102,6185;F;28
70,44362;129,8482;F;20
70,22944;138,4534;F;20
68,02875;132,7304;F;22
66,88354;116,153;M;20
68,52738;108,5851;F;22
68,12687;127,3693;M;18
69,64371;137,753;M;27
66,28769;122,0997;F;24
67,5751;129,523;F;23
68,65998;123,6958;F;23
65,92461;120,7062;F;20
70,10254;139,5667;M;21
66,8777;132,8097;M;29
70,26733;136,3759;M;23
65,16569;137,0949;M;33
67,89454;133,6111;M;24
67,6881;131,3197;F;23
63,98477;117,5309;M;20
73,2731;120,6557;M;19
67,38426;148,594;M;23
69,40435;143,1126;F;22
67,50653;114,2218;M;23
68,20742;126,5535;F;22
71,0084;138,5358;M;20
66,08852;127,8555;M;25
67,10118;116,9214;F;27
68,0587;108,7064;F;28
68,40527;141,2409;F;20
68,86958;126,5546;M;22
69,42117;140,9856;F;23
66,8765;114,5692;F;23
67,38679;145,2286;M;28
69,73443;145,9757;M;29
67,22426;117,1126;F;24
67,8476;128,6058;F;21
70,25478;132,2171;M;18
65,66468;132,7203;F;20
65,68942;120,1367;F;22
70,35956;140,5765;F;19
67,89833;117,8036;F;21
71,29145;133,9801;M;29
68,07826;129,8407;F;24
67,88304;109,2468;F;19
65,7471;129,3293;M;19
70,82378;136,3718;F;21
68,98715;130,8191;F;20
68,20438;123,5732;M;21
69,0132;142,563;F;24
65,20002;100,3488;F;21
65,63714;135,9242;M;27
69,41814;121,004;M;22
69,3546;135,1652;F;19
69,87385;128,9834;M;18
69,48099;123,9738;M;19
63,8773;111,8653;F;24
67,05966;116,0247;M;23
66,56715;130,2285;F;19
67,36107;116,0479;M;29
67,11625;111,0254;F;19
69,29711;135,6468;F;24
69,78731;133,3097;F;22
69,29322;129,2499;M;21
70,9491;131,2845;M;24
66,63025;129,8742;F;25
65,36933;132,5488;F;20
68,85029;120,5336;M;21
67,71967;123,9878;M;21
69,43243;137,2161;F;22
70,39465;137,8235;M;20
68,07996;128,6478;M;19
68,71273;115,1458;F;18
67,11097;134,6806;F;22
65,95239;131,6371;M;22
66,32713;150,0352;M;20
68,22637;120,5216;M;22
70,70513;143,6464;M;24
67,97221;112,9209;F;19
69,24506;145,094;M;21
69,11257;129,4851;M;25
64,77694;114,4425;F;22
67,58057;117,4571;F;22
69,07466;130,3215;F;25
70,55491;145,2355;F;18
66,22396;109,8105;F;18
64,38465;109,9922;F;23
69,10443;130,7489;M;20
66,15927;144,2465;F;33
66,80091;112,0282;F;22
68,97519;128,6123;M;23
68,97731;133,5575;M;19
71,23152;142,6203;M;24
68,61435;140,4561;F;18
62,37781;124,7478;F;19
66,18523;121,0028;M;19
68,24677;133,8376;F;20
68,39773;128,4398;F;18
69,75441;131,3891;M;22
67,40124;110,1077;M;21
66,15482;121,3213;M;21
67,53005;146,2208;M;21
67,82452;132,4239;M;30
68,04693;132,7561;F;28
66,67182;107,1052;F;20
66,66155;127,8097;F;24
63,09378;126,804;M;27
67,74892;141,0813;M;22
70,21034;142,8787;M;21
64,37686;105,2929;F;22
71,11437;137,9506;M;18
67,62251;131,9704;F;18
67,05012;124,1539;F;19
67,02249;121,239;F;24
66,0373;107,355;M;18
68,17467;119,334;M;19
68,12509;125,4845;M;29
67,9441;129,4576;F;23
65,23296;134,0644;M;25
66,99444;134,4277;M;27
69,08538;127,8524;M;23
68,18635;121,5633;M;20
72,32435;131,5309;F;25
68,13306;110,3872;M;20
66,18912;112,8697;F;18
69,37225;124,8294;F;18
66,07944;134,7904;F;21
66,44596;118,9311;F;23
67,61141;113,2781;M;20
68,53111;131,2487;F;22
68,06372;123,56;F;23
68,76919;136,6776;F;18
71,16472;129,4277;F;32
70,48029;119,135;F;22
70,28214;134,233;F;25
70,8243;149,1779;F;19
66,79418;137,4535;M;24
64,55907;112,1905;M;23
68,29073;127,4853;M;27
67,16584;110,988;F;22
68,85305;131,1517;M;29
68,67427;126,2711;F;18
70,50813;129,325;F;20
69,12074;131,7384;F;27
69,05772;142,9574;F;22
68,48742;130,3869;F;24
66,55005;113,3649;F;19
66,25859;125,5129;F;24
67,67373;137,0173;F;29
66,59621;115,5486;F;25
68,5454;122,0308;F;18
68,01326;136,465;F;21
71,39722;145,4316;F;22
65,66147;113,4022;F;20
69,0446;121,1875;F;19
66,10215;121,1734;F;18
68,29647;140,8319;M;21
68,92003;137,5018;M;24
69,63445;137,2601;M;22
68,19362;122,2916;F;18
67,68318;110,2839;M;25
68,81011;135,7101;F;19
67,44676;125,4474;M;24
67,81835;114,9293;F;27
69,42357;138,1367;F;20
69,66435;135,0944;F;22
70,1609;118,3303;M;21
67,91643;134,0842;M;21
69,72084;129,8715;F;29
66,27692;123,4119;M;23
68,83848;108,7075;F;24
66,70584;128,4442;F;21
69,88419;146,8151;F;21
69,77301;136,3172;M;23
67,31753;118,5609;M;24
70,62492;136,7641;F;21
66,38894;118,7559;F;21
67,15444;127,4159;F;23
68,86083;121,9486;M;19
65,47601;119,0022;M;21
67,33502;125,7401;F;19
68,45368;113,8913;M;19
67,32573;130,848;M;19
65,63352;96,94675;F;20
69,09134;128,7349;F;23
66,68162;123,8286;F;25
67,27892;119,8219;F;20
66,83412;141,3197;M;23
64,8425;104,1389;M;21
68,13785;139,2758;F;18
67,83599;145,5619;M;21
68,43267;128,1718;M;23
68,44093;118,326;F;21
68,90259;135,902;F;18
67,65946;115,9803;F;22
64,72884;126,7694;M;20
65,16943;107,2528;M;20
68,30429;134,5369;F;18
67,49387;137,5206;F;19
67,59123;124,1155;F;18
65,05233;128,8537;M;20
71,06411;129,7451;M;24
66,51821;107,858;F;34
68,41937;122,5515;F;21
69,47786;129,6483;M;23
66,99148;126,63;M;21
67,36273;126,6374;M;19
67,06229;126,849;F;24
65,89625;136,3139;F;24
70,22917;145,3402;F;23
65,93523;118,384;M;19
69,97458;126,3133;M;23
66,95063;125,1891;F;29
70,3091;140,2088;F;30
70,12037;133,0408;F;29
65,7668;126,4413;F;24
69,57565;134,8488;M;23
65,92296;108,4948;F;19
70,79414;130,4189;F;20
69,44383;131,4925;M;25
66,62863;130,4575;M;21
67,80396;139,6093;F;19
68,95013;138,8719;F;23
71,30744;146,9161;F;23
67,58884;134,6915;F;23
69,10194;123,2658;M;20
71,06352;147,8189;M;20
69,84568;115,9428;F;20
66,83921;104,2683;M;30
69,76971;137,6183;M;23
67,58215;139,1822;F;25
69,18909;134,7638;F;21
74,25069;150,0567;M;23
69,13383;135,5109;F;18
66,30129;117,319;M;18
68,25075;124,1859;M;19
70,71204;156,4888;F;28
65,20837;110,58;F;21
63,79465;122,6602;F;24
71,69954;145,9436;M;18
68,00717;141,6695;F;32
67,55854;132,8552;M;19
65,6403;143,5714;F;19
64,35459;107,3014;F;20
69,7329;136,9779;F;21
73,36407;140,0662;F;19
65,08527;120,9151;F;21
67,59317;122,3761;M;22
68,82592;123,6124;F;25
66,47578;117,2748;F;20
68,44873;125,3048;F;22
66,23119;133,229;M;21
66,32448;116,0772;M;20
67,293;137,0363;F;23
65,65561;124,1935;F;21
66,92149;109,5993;F;19
65,07498;105,2216;F;21
67,96785;131,2363;M;23
66,14877;120,1462;F;19
69,45894;120,3336;M;21
65,77765;123,8685;F;22
65,23996;116,0991;M;19
68,39398;117,3044;F;28
66,57914;113,7488;M;21
67,67032;113,9851;F;34
68,46821;114,5627;M;25
67,94276;147,1207;M;19
68,41071;114,7406;M;30
67,81453;120,7329;M;21
66,13517;135,6964;F;19
68,84075;128,7526;F;22
69,82133;130,4452;M;28
70,69125;131,4881;M;25
69,67354;127,5423;M;33
67,11306;112,9442;F;19
67,76652;113,787;F;27
67,98509;117,4293;M;23
66,10635;119,1248;F;23
70,25508;130,6601;F;22
69,69406;127,8872;F;24
70,62853;154,1866;F;18
66,46828;115,0219;M;22
65,83352;118,1788;F;21
69,43541;133,457;F;23
67,18957;126,4289;M;22
67,85753;132,5879;M;24
70,80011;130,9031;F;25
68,23846;111,4887;M;23
69,24097;145,3706;M;24
69,30102;127,2747;M;19
69,52276;130,5737;M;21
69,22084;141,1106;F;25
67,85295;129,5885;M;19
65,77801;128,725;F;21
66,55636;124,4;F;21
65,75154;134,4078;F;21
65,79782;128,8091;F;21
68,06347;118,8537;F;23
68,3986;102,3968;F;28
68,21292;123,15;M;20
66,66365;130,5961;F;21
65,77131;112,8459;M;18
64,85413;117,4122;F;22
69,30353;158,2312;F;19
67,96803;111,7532;M;20
68,60519;137,1098;M;25
66,8475;123,4111;F;25
67,11017;116,3094;M;25
69,15094;129,7406;M;20
66,13712;106,6076;M;27
66,42691;138,0277;F;21
70,39729;118,1795;F;22
68,66476;137,9495;F;29
70,14358;133,6875;F;23
66,8426;130,6206;F;22
70,37678;133,2398;F;19
68,74193;116,7499;F;21
65,41171;110,589;F;23
71,92922;135,987;M;19
69,84558;130,0924;M;23
68,54234;139,991;M;25
68,97866;124,9344;F;20
67,76261;112,8224;M;28
66,49068;124,7065;M;20
64,95423;93,85997;M;19
67,37242;132,68;M;21
71,21076;136,9751;F;20
69,7826;130,0858;F;25
69,90597;139,7374;M;29
70,10361;151,6632;M;18
68,52806;128,6134;F;18
67,44755;124,6756;F;29
68,69408;121,506;F;25
68,10934;131,7102;F;24
67,69214;116,534;F;20
67,63227;116,31;M;18
64,61927;121,4863;F;24
67,29108;124,9753;F;19
69,87057;140,744;F;21
67,21068;135,6258;M;19
67,51395;106,5245;F;23
66,91739;120,4203;M;21
69,39064;147,6976;F;24
68,90895;136,3169;F;23
67,95984;113,1916;F;21
67,44107;126,8993;M;21
68,93723;131,1289;F;20
68,20281;138,466;M;19
66,81433;120,1186;F;20
69,65587;127,9894;F;22
69,37795;136,1519;F;21
69,82831;123,4697;M;22
65,75387;112,9789;M;23
65,7493;123,9453;M;30
65,71657;131,5604;F;27
67,83512;131,2806;M;18
69,31119;135,1037;M;21
67,7191;120,699;M;28
66,34019;109,6276;F;21
67,49858;120,7825;M;21
67,31243;126,4223;F;18
69,86285;134,3626;M;19
65,53745;123,5052;M;24
64,59321;115,3473;F;20
70,94415;137,818;M;27
65,10856;142,4697;F;21
65,90327;121,5589;F;20
68,98332;130,488;M;23
71,82366;157,4164;M;22
64,24852;126,0415;F;23
70,8681;147,1265;F;21
66,96278;135,505;M;24
66,12878;129,3979;M;22
71,94824;136,8933;F;21
65,07127;108,6386;F;19
69,67868;126,0584;F;20
64,74361;114,9174;F;18
69,15274;125,9758;M;22
67,27984;109,7412;F;23
67,47621;121,506;F;19
69,72662;139,0893;F;24
70,1707;111,1782;F;23
66,61857;128,6381;M;23
67,53201;126,1899;F;32
66,70138;122,2916;M;24
67,70153;133,0479;M;21
69,13985;127,8006;F;20
68,40056;133,3174;M;25
67,09034;116,1753;F;21
64,56582;101,6407;F;22
65,83884;112,2939;F;22
67,8546;120,8841;F;19
67,56548;164,5865;F;20
68,95006;150,9348;F;21
66,88926;127,4484;F;28
63,7295;119,2318;M;21
67,57752;139,8852;M;24
69,1283;117,7473;F;20
68,01587;112,7753;F;21
67,06685;117,2326;F;23
70,64588;108,4964;M;19
68,04523;125,317;F;19
65,18191;122,3296;M;21
67,95231;125,4864;F;25
69,25011;141,4465;F;29
65,96393;140,1776;M;18
67,5947;115,7894;F;20
71,04171;124,8506;F;21
67,77341;118,673;F;19
69,13759;140,5952;M;21
66,80684;118,2042;M;25
74,47517;130,9092;M;29
68,0331;139,2995;M;18
68,0644;122,5887;M;25
70,12434;135,7782;F;22
66,81391;114,3368;F;21
69,99107;145,8768;M;27
68,46712;123,8385;M;21
65,36962;119,4041;M;24
66,36395;118,9485;F;23
65,26932;120,7947;M;20
67,70041;133,7415;F;18
65,96714;117,3999;F;28
66,02222;135,7149;F;27
70,2321;135,7227;M;21
68,38172;131,2653;F;24
69,64098;145,0634;F;18
67,28414;99,15936;F;22
69,58655;151,417;F;22
65,99345;109,9817;F;21
65,25013;125,8024;F;20
67,79735;119,3893;F;22
70,76063;149,9261;M;27
66,54695;107,2944;M;24
69,24477;141,3338;F;24
67,45018;151,1216;F;19
68,89261;136,2221;M;19
68,01896;133,4202;F;23
68,55845;127,7299;F;21
67,35986;117,0648;M;29
71,41989;131,9403;F;27
68,12119;134,7049;M;20
63,85395;117,3799;F;22
69,21935;113,3789;M;22
70,98516;134,2274;F;19
67,06622;112,0892;M;24
68,33204;143,2136;M;23
68,07284;117,0658;F;22
64,26234;117,8436;F;24
67,0604;133,9787;M;24
67,00242;109,9566;F;27
66,31913;122,8827;F;19
70,46814;130,5875;F;18
64,43246;119,6113;F;23
68,4489;132,9983;M;24
66,65345;116,5059;F;24
65,46283;128,9968;F;18
67,0748;131,4424;F;25
66,19921;107,072;F;22
68,7179;114,1472;F;29
66,31607;114,3084;M;26
66,64692;120,2193;M;18
69,25969;130,928;M;21
67,45099;127,3075;M;20
64,42715;93,77605;F;20
65,53849;142,5842;M;31
66,89782;124,9394;M;19
70,67184;144,1236;M;19
67,93222;132,3346;M;22
66,92724;125,4446;M;21
66,53067;109,4724;M;23
69,31518;120,3775;F;20
70,82934;131,3445;M;20
66,16717;114,8612;M;28
69,87971;117,8718;M;25
65,03428;99,61482;M;26
69,47601;143,0517;M;26
67,9457;118,4858;M;18
69,66532;137,5848;F;26
69,81227;140,3692;M;25
64,61603;113,1176;F;20
68,70534;122,9617;F;20
67,86034;116,6122;M;20
64,56665;109,1744;F;20
67,55567;134,4666;M;28
68,56515;143,9649;M;27
66,91835;129,4116;M;26
72,41732;134,7621;M;22
71,08753;135,5392;M;21
63,93158;106,8868;M;18
68,00087;134,7445;F;19
66,42765;120,6609;F;28
68,58748;124,3152;F;25
68,73243;148,0622;M;23
67,08349;127,3686;M;18
69,95792;126,6491;F;27
69,72909;121,2628;M;20
69,26196;138,9057;M;19
66,69;128,5966;F;18
70,36077;142,2321;M;20
67,46372;124,3689;M;25
68,5373;121,8393;M;22
67,50827;122,1101;F;19
65,75245;120,3636;M;32
66,74609;129,2159;M;29
72,21651;139,8698;M;19
66,94817;107,6458;F;19
67,49868;157,1014;M;27
68,42975;147,8209;F;19
68,52518;119,6524;F;22
66,78274;118,6653;F;25
64,79988;121,5981;F;26
70,23712;136,9404;M;22
73,10806;140,7235;F;20
66,2469;112,0223;F;22
67,16625;118,2065;F;23
69,34644;125,3572;F;24
64,6456;121,8469;M;20
68,87184;120,4789;F;21
66,36918;123,2573;F;18
71,20713;119,6618;F;19
70,73217;138,1571;M;20
68,33913;111,1084;F;21
67,79893;137,6869;F;20
65,85082;134,2529;F;18
68,60721;144,9214;F;20
68,04752;121,127;F;19
67,92398;140,6038;M;23
66,91439;119,9645;F;24
64,70896;118,9869;F;22
70,77016;120,547;M;26
67,3468;121,395;F;25
64,86953;109,9266;M;27
64,19615;122,1719;M;19
68,42556;129,0887;F;22
67,23216;127,4021;F;23
69,29292;140,8615;M;19
66,12768;124,4191;M;19
67,15976;135,3002;M;24
68,92731;129,8894;M;19
70,35575;126,1017;F;28
66,56554;131,7885;M;28
70,41469;133,3264;F;21
66,30858;132,2852;F;23
64,92028;123,1736;M;21
68,38333;120,7131;M;20
66,60948;128,4356;M;18
67,74654;132,4136;F;18
67,76365;120,8272;M;24
67,826;133,2988;M;19
68,81311;130,7308;F;29
69,31322;137,2461;F;20
62,99079;128,0345;M;22
68,01395;127,4918;F;27
67,88325;128,8534;F;21
64,34993;116,5172;M;20
69,17264;121,2414;F;25
65,01635;112,8708;F;22
69,49107;134,9546;M;21
71,6126;140,2298;M;26
68,13264;120,655;M;21
71,05107;146,4425;F;21
69,16088;137,6839;F;19
70,64956;136,3774;M;20
68,2516;122,4347;F;22
65,20641;111,7598;M;24
69,1875;100,505;M;20
68,26068;121,9934;F;24
69,44096;127,7445;F;24
66,8189;128,3391;M;18
68,97099;122,6575;M;21
70,46407;136,6546;M;20
70,04348;137,2425;F;23
67,31087;141,1151;M;25
69,03446;119,7233;M;23
67,49014;112,3328;M;23
67,33983;119,2277;F;26
72,06505;133,0291;F;23
68,44578;134,0888;F;22
70,93858;151,7394;M;23
65,99061;100,1656;M;26
65,69995;129,2969;M;19
67,88781;123,7831;F;25
68,71714;130,7432;M;20
70,58546;130,0892;M;19
70,50692;132,8177;F;25
64,89796;112,7778;F;20
68,03452;119,2309;M;24
68,37598;142,8062;F;24
65,31335;109,2026;M;19
64,68155;110,3814;F;22
67,81472;130,8844;F;26
68,72087;134,8805;F;20
66,31745;112,7879;F;19
64,69964;128,1228;F;22
63,19011;97,85324;M;26
67,04974;123,1772;F;19
69,77631;133,7446;F;22
71,20739;122,73;F;29
70,1551;122,5107;F;22
70,25528;114,2026;M;26
68,26686;131,6032;F;19
68,34684;141,2898;F;18
70,30878;140,619;F;19
67,08135;110,5151;F;27
70,55462;140,4344;F;24
68,8199;130,0868;F;27
66,44443;126,4245;M;21
67,62411;130,7663;F;18
69,99611;135,4407;F;18
70,85949;146,443;M;18
67,22633;127,3791;M;19
65,79897;109,5994;F;21
68,8133;121,8595;F;26
68,15897;137,1696;M;20
68,13434;137,7671;F;26
66,03575;129,8433;M;26
71,1392;136,5394;M;23
65,7611;139,533;M;19
66,4562;116,1557;F;20
71,43418;139,566;M;21
66,21723;117,6091;M;23
65,29847;110,1183;F;28
69,93212;124,5161;M;23
68,65961;126,7685;F;20
68,31157;127,5313;M;19
68,86473;131,0624;M;19
66,81505;125,3619;M;19
71,22412;144,8558;M;22
66,51076;136,4399;M;23
65,78246;117,0782;M;22
66,03177;131,3673;F;26
67,44959;105,4248;F;20
67,60525;118,4955;M;20
67,3143;138,3905;F;23
70,86729;131,1195;F;22
65,48255;141,0259;F;21
68,22266;141,3689;M;22
71,31566;122,9654;F;26
71,48733;141,9901;F;34
64,96432;119,0701;M;20
69,49516;139,2006;F;22
67,88913;118,218;F;21
68,90454;145,1237;M;22
68,07183;127,9641;M;21
64,39356;96,18308;M;22
66,65415;107,8738;F;19
68,40425;110,1585;F;21
64,65508;144,2053;M;19
66,44203;126,6712;F;21
71,50072;133,5473;F;28
73,88318;134,2179;F;21
66,35681;129,7247;F;20
64,5294;129,0555;M;19
65,86448;106,1127;M;23
66,79915;111,6206;F;21
72,1822;134,0295;F;24
69,3837;132,8476;F;28
68,19583;146,2667;F;20
70,5114;128,1338;F;25
65,80641;130,8923;F;26
70,16053;123,3076;F;26
67,43844;122,1914;M;20
70,71361;135,7651;F;21
68,07891;153,5097;M;19
68,35342;131,2236;M;23
67,20032;130,9151;M;27
68,69189;125,636;M;19
70,46936;133,4589;M;20
66,90871;133,8009;F;20
69,88209;136,8009;M;27
68,06727;130,8548;F;26
69,20068;133,185;M;21
67,47538;131,3843;F;18
68,32743;117,697;F;19
69,00192;138,9638;F;23
65,35322;105,7026;M;22
65,4318;116,5828;M;29
66,26909;122,9144;M;24
68,69404;125,9645;F;21
66,1094;134,3551;F;23
64,41092;134,127;M;18
69,49636;133,8557;M;26
64,59448;104,7582;M;20
67,74181;124,6148;M;21
67,86035;114,8292;F;19
66,5956;131,0129;F;24
67,29007;108,9249;M;24
68,4697;126,7364;F;23
68,39686;139,9312;F;28
65,81488;118,5393;F;20
68,31099;125,4367;M;20
65,55142;129,8399;M;21
68,78688;151,5744;M;21
68,9762;136,3059;M;22
69,73827;126,5047;F;19
68,61113;149,0624;M;20
70,29214;136,9524;F;18
69,02156;126,4165;M;24
65,24243;111,3249;M;23
67,79481;109,7919;M;25
65,14929;125,4005;M;22
67,85083;104,3679;F;18
67,95407;126,1482;F;26
68,07138;104,5138;F;25
67,96206;125,8946;F;23
68,0562;123,0662;M;21
69,54373;140,905;F;28
67,44763;136,8386;F;38
69,93226;143,142;F;21
68,4428;123,9019;F;27
67,14705;121,2435;M;26
68,09321;127,1611;F;23
70,98751;160,6929;F;25
69,63262;136,2754;F;20
66,83325;135,069;F;20
67,48442;128,1263;M;25
70,30599;146,687;M;22
70,9558;146,0678;M;21
65,56472;128,1536;M;26
67,08322;121,2183;M;28
70,07861;108,5745;F;25
71,39547;149,9232;M;27
69,43051;141,5282;M;19
66,80894;122,0407;M;19
69,62216;138,2071;F;21
65,8652;118,6262;F;32
66,59005;141,7685;F;22
71,13173;130,8381;M;22
66,01563;129,1451;F;23
66,28735;116,4058;M;20
68,99924;117,7849;F;32
67,84324;144,1374;M;25
67,4654;105,317;F;21
67,49195;123,4161;F;19
65,34945;115,779;M;20
67,83551;126,1946;M;31
69,79369;126,8353;M;22
68,87143;125,5759;M;22
67,82667;124,1151;M;25
68,81413;121,4105;F;22
70,47876;130,5729;F;23
73,16304;161,2538;F;20
71,95209;146,3936;M;24
67,44715;119,2209;M;22
68,85059;114,7156;F;20
69,72712;130,6584;F;29
67,43691;136,2537;F;21
71,11399;122,0355;F;19
67,71312;138,2236;F;24
66,77008;112,6772;F;19
70,90585;132,9018;F;24
67,47875;104,2591;F;23
68,08728;111,6015;F;25
68,54271;125,7349;M;24
67,38204;139,3863;M;22
67,62489;123,9918;F;24
65,71741;96,56954;M;23
66,75033;119,5639;M;20
70,03827;138,7756;F;18
66,8036;110,2972;F;24
71,80215;139,9054;F;24
69,75691;137,0891;F;21
68,62702;100,7525;M;20
68,03554;113,0308;F;24
70,44384;141,5947;M;23
69,53504;130,0973;F;29
65,56302;115,0701;F;21
67,68639;123,3297;F;32
68,31423;120,6889;M;27
71,41559;149,3469;M;20
70,86132;135,3213;F;26
70,19919;135,138;M;19
67,31745;132,8306;M;21
66,67461;111,7658;F;27
68,52431;98,28103;F;22
68,08513;128,1996;M;20
65,22726;135,7065;M;22
67,02577;114,7573;F;22
63,12846;115,988;F;21
68,91849;135,5944;F;21
65,4037;126,7384;F;20
66,72667;137,0383;F;20
68,0043;117,1869;F;20
68,24197;128,0584;F;29
68,80229;123,4378;M;23
68,76843;132,3484;F;26
66,26798;118,6096;M;22
64,62832;138,6254;F;23
68,20142;131,4314;F;23
70,85424;134,0073;M;22
66,81173;114,561;M;23
69,9304;139,4913;F;21
69,89558;137,409;F;21
65,211;109,6018;F;28
64,95554;109,2972;M;19
63,80198;116,5058;F;21
69,32363;133,9561;F;24
68,08572;119,1548;M;25
66,42673;133,7442;F;22
68,7483;121,1914;M;20
71,42063;138,9418;F;25
69,99781;134,018;F;20
66,0776;113,0542;F;23
68,02381;116,4733;F;22
63,40728;127,6054;F;22
65,35444;115,174;M;20
68,65199;129,7975;M;23
67,8743;129,9449;F;22
69,21034;139,2897;F;19
68,81727;128,4544;M;20
69,74177;135,2069;F;19
68,01296;138,7343;M;23
65,96554;119,0405;F;25
70,1201;114,3885;F;21
69,52643;131,3148;M;21
68,13839;118,1307;M;22
68,01789;137,0494;M;22
65,5277;90,67684;M;27
70,11106;140,9521;F;20
69,55787;136,3448;F;20
67,8112;123,8181;F;22
69,41543;131,7001;F;26
69,16396;125,1731;F;26
67,10355;129,3964;M;24
66,59023;102,0816;F;28
65,69038;128,0027;F;21
65,87218;114,5395;M;21
65,7737;116,1954;M;20
67,08497;118,8063;M;21
66,64738;96,76496;F;22
69,90009;139,5857;F;19
69,36888;135,4301;F;24
69,41881;145,6596;M;21
69,35477;133,5585;F;30
66,78976;124,5194;F;23
69,98352;112,0653;F;25
70,76035;144,9425;M;19
68,82168;134,7195;M;19
69,50397;139,8523;F;25
71,0584;149,2104;M;22
66,55888;120,3692;F;21
69,08809;139,7369;M;22
67,78232;130,9741;F;23
66,14817;119,4163;F;23
67,02309;126,8851;F;27
66,63003;133,8063;F;22
68,09397;135,3716;F;28
71,62587;143,5679;F;21
68,36727;128,1388;F;24
72,00969;151,6078;F;20
72,15628;148,6441;F;23
63,81356;104,9316;M;23
67,12639;132,7966;F;22
68,67044;114,1316;M;27
68,76102;116,1148;M;24
64,70654;128,1374;M;20
67,46362;136,9027;F;23
65,60326;121,0995;F;21
69,56871;132,12;F;24
65,56437;137,7446;M;22
70,18009;120,0385;M;21
68,01941;128,8836;M;22
69,10492;133,099;M;19
67,10458;132,1679;F;25
71,08347;130,0081;M;25
66,56587;132,1454;F;22
67,37511;117,2506;F;21
69,67643;135,9639;F;23
68,01459;126,2054;M;19
67,44922;125,0511;F;21
67,82831;131,2811;M;34
69,48856;131,6375;F;23
65,63996;129,2401;F;22
66,28026;116,499;M;23
68,01966;113,4327;F;22
68,88532;134,1067;M;20
